komentar,sentiment,score
 respon kalian dm malah mutermuter kontol seharian komplain issue asalnya aplikasi sendiri malah jadi rugi waktu jadi korban disini kok malah saya nunggu respon apaapaan yang spt asu kalian semua,negative,0.9976208806037903
jadi korban dugaan penipuan lapak tokopedia seorang karyawan palu lapor polisi ,neutral,0.9845727682113647
 berikut waspada store jangan membeli tanaman jarak jauh umumnya jawa timur banyak korban akibat kurir beres berapa kali akhirnya selalu tanaman mengering rusak cukup beli tanaman daerah sana tokopedia tidak solusi bagus,negative,0.9903332591056824
korban tokopedia dapet voc 100 hangus dibatalin gitu aja ,negative,0.642821192741394
penjual binatang berbahaya dilarang tetap hingga jatuh korban ada melaporkan namun sampai pelapor menulis status bahkan akun penjual dihapus padahal melanggar ketentuan tokopedia sendiri jadi fungsi aturan apa ,negative,0.9857284426689148
 pantesan penjual mengulangi terus byk pembeli korban hebat modifikasi imei penjual tahu persis tokopedia akan ambil tindakan apapun dapatin uang potongan penjualan,negative,0.9937742948532104
 suruh perbaiki sistem malah cari korban baru,negative,0.9929619431495667
 udah banyak korban mas gara2 laporan si cherayath nyasar pelapak baju ori toko ijo,negative,0.9800395369529724
 nah kan yakin korbannya bukan saya sebab pelaku sudah lihai terkesan adanya pembiaran pihak mereka merajalela ngumpul disini korban,negative,0.9948139190673828
 loh ternyata orang mengalami sama kalau tokonya bermasalah tokonya dibanned jng pembelinya yang dijadikan korban,negative,0.9928439259529114
 amin semoga pelakunya secepatnya tertangkap walaupun tokopedia udah bantu proses asuransinya kasian kalau korban berikutnya,negative,0.9918236136436462
keknya memang semua orangsudahtau nih pelayanan tokopedia memang jelek makanya penipu gampang banget ngecoh org2 biar jadi korban penipuannya udah jelas2 di tipu masi nyuruh tektokan sama penjualnya kan kocak ,negative,0.9960454106330872
 meskipun klaim di proses pihak tokopedia semoga pelaku tertangkap ditakutkan korban lainnya tidak viral,negative,0.701073408126831
gue dulu ngeremehin banget kebocoran data merasa yauda lah kalau bocor mah bener bener ngentengin taunya jadi korban wkwk pas kebocoran data tokopedia nomer ditelponin gojek mulu dibilang pesen makanan alamatnya bkn alamat saya berkali kali diomelin gojek,negative,0.9949901700019836
update kasus driver ojol tokopediagrab ganti kerugian korban tutup kasus netizen kecewa via ,neutral,0.9896504878997803
soal klarifikasi driver grab muhamad luckas bantah curi laptop korban pernyataannya benar lewat muhamadluckas ,neutral,0.997097373008728
 kalau asuransi menyatakan kurang kuat aplikator menyatakan memang benar terjadi fraud bisa claim yang jadi korban kurir paling rigan putus mitra aja paling berat pihak dateng kerumah proses ganti rugi terhutangsitabayar lunas dipolisikan,negative,0.9712784886360168
selamat malam sebenarnya masalah apa tokopedia kurir anteraja  permintaan request pick up ditanggapi belum jelas saat inv20230717mpl3349101911  resi 1007514629053 knp pembeli jadi korban,negative,0.7559247016906738
 iqra kak termasuk korban phising korban memberikan otp kondisi phising pelaku aplikasi mirip tokopedia ,neutral,0.9969900846481323
jangan sampe ketipu udah makin banyak ngasih lowonganlowongan palsu terus ngasih link biar gak waspada kena tipu baca thread bawah biar gak jadi korban selanjutnya ,negative,0.9917492866516113
intinyadeh driver bawa kabur laptop 7 unit dibeli lewat tokopedia pelaku chat korban seolaholah jadi pihak toko nawarin cashback pengembalian ongkir padahal pihak toko konfirmasi gak pernah chat udah dilaporkan kepolisian,negative,0.6829339861869812
udah 2x kena scam tokopedia gara2 sistemnya flaw goblok emang nih 2 kejadian saya alamin gara2 sistem tokpednya teliti dibikin jadinya seller ngutilnipu pembeli jangan jadi korban saya ,negative,0.9978742599487305
perbaiki sop nya ada case pembeli menipu penjual buat komplain bukti  ttp dukung pembeli itu jual beli penjual bisa jadi korban thanks,negative,0.9726090431213379
 mengumpulkan army korban deep voice taehyung,neutral,0.9963467717170715
mohon untuk memblokir va nomor 8277 0813 5119 8133 8277 0821 2088 9086 merupakan transaksi penipuan dilakukan menggunakan auto debet saya pakbu terhormat jangan ada korban selanjutnya ,neutral,0.6963700652122498
halo saudara menjadi korban penipuan modus hipnotis mentransfer sejumlah uang va bca akun tokopedia dibantu detailnya dm,neutral,0.9959115982055664
 4 tahun d tokopedia saja baru kena ternyata banyak modusnya saya kira tokopedia sudah berbenah kejadian saya korban,negative,0.9884754419326782
hati hati seller tokopedia jual hp imei resmi a thread mohon attentionnya korban banyak ternyata,neutral,0.8971152305603027
 hampir mau daftar rekening bank syariah indonesia  bsi  tertarik menjauhi putaran riba soalnya akhirnya dihawatirkan ternyata benar terjadi saya sangatsangat berpengalaman menjadi korban akun data bocor yahoo tokopedia mangatoon edmodo,negative,0.9803435802459717
 salah satu korban  barusan bagett  tipe a92 sih bismillah upgrade a78 ,neutral,0.9882566332817078
plese deh jgn sampe kena yaa bawa2 marcetplace pulak pintar ceritain kronologi nya cuma adek aku jadi korban puluhan juta semoga ada korban2 yang lain yaa di report soalnya bawa2 nama tokopedia ,negative,0.991193950176239
 nah ada keterangan dilayani tokopedia kayaknya semoga korban kecelakaan lekas sehat aamiin,neutral,0.8230466246604919
modus penipuan like produk tokopedia shopee komisi via ,neutral,0.9940060377120972
 mohon semua pihak dia sebut disana ditindak lanjuti tidak korban terimakasih,neutral,0.5524576902389526
 kasian tuh admin telegram gudfest loudlive sesama korban aja sampek tubir gegara lu refundgudfestloudlive,negative,0.9952186942100525
jangan cuma bikin postingan instagram proses refund gak jelas shay refundgudfestloudlive mau kapan nih refund proses prosesnya udah sampe mana emang lo jabarin bantu juga dong korban promotor abal2,negative,0.9944011569023132
 sabar ka bahkan informasi resmi tentang kelanjutan refund loudlive aja gaada sama sekali gimana nih tix partnernya kasian nih korbankorban loudlive gaada kejelasan refundgudfestloudlive,negative,0.9933202266693115
 bantu korban cancel event gudfest loudlive bimo nugroho kasi klarifikasi2 aja kerja nyatanya nihil refundgudfestloudlive ,neutral,0.8954591751098633
jgn playing victim mulu bilang event cancel tekanan tixholder 2022 cuma minta apa jadi hak dibalikin aneh yang korban kok jadi yang disalahin kocak please bantu please refundgudfestloudlive,negative,0.9929186701774597
gimana nih mitranya bermasalah ko kalian diem aja kan korban beli tiket platform kalian halloo refundgudfestloudlive,negative,0.9923101663589478
 iya ka mau kalau beli online usahain minta via shopee tokopedia kalau kw kan enak tuh si uangnya gabakal masuk si seller,positive,0.49618348479270935
 parah banget kak padahal jelas failed contractually financially malah playing victim bantu dong korban gudfest loudlive ticketing partner kalian rugi kan refundgudfestloudlive,negative,0.9974197149276733
korban mengambil opsi paling besar biar bolakbalik topup terus si penipu memberikan link bodong ecommerce macam tokopedia shopee korban teliti nggak akan sadar kalau link dikasih itu tulisannya tokopedio bukan tokopedia,negative,0.9917288422584534
 bantuannya sudah banyak korbannya total kerugian korban maybe ratusan juta lebih ,negative,0.9801186323165894
 butuh karena kasur lama jadi korban banjir admin homelivinginspiration saldokaget ,neutral,0.9812770485877991
 entah aku lebih sering pakai tokopedia sih,neutral,0.9892449378967285
 akun scammer nih kakaknya jahat banget bisa2nya nipu aku ada korban lagii pake split payment via shopee 320k tf via shopeepay 200k akun oren nya udah diblokir sama shopee minta nya co ulang lewat tokopedia sampe sekarang gaada kejelasan ,negative,0.9974191188812256
akun scammer nih kakaknya jahat banget bisa2nya nipu aku ada korban lagii pake split payment via shopee 320k tf via shopeepay 200k akun oren nya udah diblokir sama shopee minta nya co ulang lewat tokopedia 20k ovo 300k sampe sekarang gaada kejelasan,negative,0.9972359538078308
tolonglah hilangkan pilihan cod banyak korban kurir tak bersalah kudu menanggung beban para pembeli kurang terdidik arogan jadi dihapus cod nya yah please cod marketplace,negative,0.9959037899971008
terimakasih bantu masalah fast respon semoga sehat selalu jgn lupa tokonya blacklist aja biar gk korban,neutral,0.4439426362514496
kata ylki kasus beli genteng tokopedia pelaporan polisi merupakan penanganan ranah pidana pengembalian uang korban masuk ranah perdata ,neutral,0.9964473843574524
 laporin nomor rekeningnya supaya gak korban berikutnya next time transaksi tokopediashopeecod sekalian mutlak,neutral,0.9674223065376282
 meraka membuka keran amarah di tahun 2023 semoga ada korban ketidakbecusan lalai lambat gak bertanggung jawab indonesiahebat tokopedia kurirrekomendasi mengecewakan,negative,0.9979548454284668
 3 bulan belanja tokopedia banyak bermasalah pengiriman masalah apa tokopedia dg penyelenggara jasa pengiriman  konsumen jadi korban ,negative,0.9891458749771118
 kak aku mohon bantuannya kak melaporkan orang sudah menipu kak tidak korban kak aku habis kena tipu pihak mengatas namakan sdm tokopedia kak aku ketipu 14 jutaan kak itu uang modal aku pinjam pinjaman online ka,negative,0.9892500638961792
 admin kurir rekomen ilangin aja paket ngga nyampe nyampe muter muter trus,negative,0.9915069937705994
 mau admin udah lama pake eiger sejak kapok dulu sering jadi korban maling sandal promowib saldokaget ,negative,0.8951659202575684
 hai tokopedia belum blokir penjual curang gk mau klaim garansi atau tokopedia ada menu baru garansi aplikasi nya korban pembeli laptop,negative,0.9784420132637024
  hapus jasa pengiriman banyak makan korbanbarang tidak sampai tidak pertanggung jawabannya ,negative,0.9965760111808777
intinyadeh supervisor mitra tokopedia bawa kabur duit punya mitra grosir 500jutaan didatengin rumahnya gaada didatengin rumah ortu mertuanya katanya gak kabar korban pihak tokopedia udah laporin polisi sampe sekarang pelaku buron,negative,0.9850366115570068
 iyo tampaknya korban telah melakukan proses pelaporan benar tokpednya sudah meresponse spt mudah2an segera tertangkap paling penting sih mudah2an uang aamiin,negative,0.6551036238670349
 kalau cerita korban tokopedia kyknya sedang mntrace si penjahat kalau td aku baca sekilas,negative,0.8666631579399109
siapa yang tahu keberadaan m hardi akbar mohon bantuan utk infokan teman jadi korban penipuannya cc terus dikawal,neutral,0.986410915851593
 tidak merespon kok kak tidak klik link seller  tetep laporkan akun tersebut tidak korban kalau sendernya kirim apa mungkin udah klik link jadi mesti pakai blokir rekening pelaku dg harapan uang ditarik ,negative,0.922207236289978
 random mas gak semua orang ngeh webhostnya nunggu salah satu korban lengah amp gak waspada lha wong sms penipuan aja kadang nerima padahal itu modus sama selama mungkin 10 tahun kali,negative,0.9958057403564453
 skincare pelembab skintific padahal ada pc yak aja jadi korban ,negative,0.982667863368988
korban 1212 sebelumnya gapernah tidak terlalu suka sama bodyhand lotion  gara-gara promo yaudahlah yaa digass wkwk walaupun gatau bakal dipake enggaa suka sama body wash amp shampoonya memang sesuka ,positive,0.5069543719291687
 admin tolong dong sicepat suspend dulu biar banyak korban masa paket dari jakarta depok 5 hari sampe bener aja ,neutral,0.6819602847099304
 mohon tindak lanjuti takut banyak korban tertipu ,negative,0.9914802312850952
 ternyata banyak korban tuduhan tokopedia saya dulu sempet buka toko sini pas baru laku pertamakali dananya langsung kepotong freeong pembeli sebesar 30rb katanya manipulasi transaksi langsung tutup deh gak jualan tokopedia maless mala tekor,negative,0.9961220622062683
 memang alamat tapi ada beberapa alamat tak bermasalah kadang sering pesan lampu daerah disumbangkan masjid pesantren ini pesan sembako lampu korban gempa cianjur malah dibilang melanggar,negative,0.994411289691925
 langganan plus dihentikan tokopedia banyak pesan buat sumbangan korban gempa cianjur cara bisnis tak berprikemanusiaan,neutral,0.7697716951370239
 bahas pesta melulu pesta bola mohon peduli bencana gempa cianjur kirim pesanan banyak buat bantuan korban gempa malah langganan plus hentikan,negative,0.9242566823959351
 kebaikan kadang penghalangnya belanja tokopedia posko bantuan korban gempa cianjur menggunakan plus eh malah dijegal plusnya dihentikan kebaikanhanyaomdo,negative,0.9513845443725586
bantu korban gempa cianjur warga terdampak membutuhkan bantuan mari ulurkan tangan bantu saudarasaudara yang membutuhkan bersedekah melalui baznas via tokopedia baznas gempacianjur cianjurberduka ,neutral,0.9021711945533752
doa kami para korban gempa bumi menimpa cianjur jawa barat semoga selalu diberikan kekuatan ketabahan keselamatan tuhan yme prayforcianjur,positive,0.6245968341827393
semoga memberikan solusi lebih adil pembeli korban penipuan seller nakal malah bebas tanggungan apa2 kecewa ,negative,0.7544478178024292
kecewa bertahun tahun selalu setia korban seller jujur untuk klaim asuransi biar dana gak balik gak tanggung ongkir buat kirim balik barangnyaud jatoh ketimpa tangga penanganan kalian d pusat resolusi sgt tidak adil,negative,0.9976142644882202
 si lambat  juga jadi korban paket saat kejelasan colek jangan kerja sama dengan si lambat semua pesanan belum sampai info kurir perubahan upah imbasnya customer jadi korban,negative,0.995439350605011
korban penipuan mengatasnamakan kredivo pihak tokopedia bisa membantu membatalkan pesanan  cc ,neutral,0.9960285425186157
 pengguna udah sering jadi korban pengantaran telat barang rusak pengiriman anteraja aku mau kasih masukan tokopedia nggak usah kerjasama sama lagi lah bikin susah aja,negative,0.9962247610092163
hatihati ada modus penipuan baru korban dijanjikan pekerjaan tokopedia awalawal dipancing transfer saldo rekening korban menyelesaikan pekerjaan kemudian korban diminta topup senilai tertentu menyelesaikan pekerjaan berikutnya cont ,neutral,0.9713923335075378
 wah toko online langganan udah mulai ky sebelah hahaha banyak nipu gak langsung suspend sih harusnya cepet loh biar gak korban refund harusnya semuanya bukan harga barang ongkir masuk duit juga gak,negative,0.9894619584083557
 bantu usut boikotcopot izin kerjasama perlu transaksi puluhan juta selalu aman sekarang jadi waswas garagara perusahaan pengiriman bilangnya aman banyak korban ,negative,0.9959704875946045
 jadi lebih banyak korban si kak soalnya aja aku baru up 2 minggu mikirnya cuman aku aja wkwk,negative,0.9953857064247131
sama juga jadi korban hak2 sebagai customer diabaikan menjadi korban menanti ketidakpastian polanya sama pssi dg tokopedia nih rajin cuci tangan,negative,0.9401386380195618
 betul mas lebih tepat nya 7 masmas korea selalu muncul iklan gojek sama tokopedia hehe turut bersuka cita sedalamdalam nya para korban aremania semoga ditempat kan sisi terbaik disana,positive,0.9654771685600281
 jadi berita g30s ketutupan berita lesti kasus sambo perselingkuhan artis2 laen tiba2 viral sejenisnya udah waktunya pemerintah segera rekonsiliasi pelaku dan korban before it is too late,negative,0.9279629588127136
twitter please do your magic di terror wa dia melakukan penipuan wa 081278117155 nomor tokopedia 085609416113 aku udah hubungin tokopedia buat bekuin akun pls bgtt rt biar gak yang kena korban laagi ,negative,0.8572645783424377
 jika terbakar posisi kotak paket jarak jauh korban jadi terkena saar terjadi sambaran api sumbu dibakar sekejap hitunga detik sumbu hangus habis terbakar mengenai tubuh korban sbb luka bakar muka badan amp kaki bagian depan,negative,0.7104416489601135
 meledak terbakar  dibuat keadaan kedap udara ada percikan bisa meledak meledak posisi kotak paket jarak jauh korban membakar sumbu petasan tersebut akibat tekanan kuat ada kerusakan,negative,0.7374547719955444
 berhak investigasi cuma pihak berwajib alias polisi pelaporan korban didampingi tokopedia,neutral,0.9969863295555115
 sama jadi korban jelas penjual bisa membuktikan tuduhan nya saya malah saya di pojokan terus ,negative,0.9941157102584839
 korban racun minto nih pengen ganti upgrade soalnya mau belajar editing design biar nambah income uangnya susah kekumpul banget ada cicilan rumah siapsiap nikah tambahin admin yaa mintocheckoutindong ,neutral,0.46874773502349854
penipuan tokopedia tau segala nomor telfon sama alamat rumah terseram banget juga jadi korban data bocor tokopedia buat email sama password yang pake dimana2 kalau beli elektronik saranin blibli aja deh mending ,negative,0.9800455570220947
 bener si tuh barangnya jadi barang bukti mau ambil kudu kluarin biaya lagi padahal posisi jadi korban ,negative,0.9888940453529358
 jarang jera bang semua modal nekat sama kesempatan sih paling dirugikan korban yang kalau mau jalur hukum bukannya ganti rugi malah makin banyak pengeluaran ngurus kasus juga butuh duit gak dikit lho ,negative,0.8721829652786255
 kan emang kan tidak tau nuduh beliau kurang sedekah gak anjir sekedar sharing hadeh pdhl gamelulu agama anjirr gabawa hadist apapun malah ketrigger dikit soal agama lgsg marah situ panas kalau saya cuma sharing nyindir korban engga gw,negative,0.9956039190292358
 berantas tuh akun joki memakan korban,negative,0.9566759467124939
 heran banget sma reply nyalahin korban padahal pure drivernya amanah sering belanja elektronik tokopedia selama aman2 aja kok kalau kalian tidak bersimpati yaudah sih gausah nyudutin korban mending doain korban segera menemukan jalan keluar,negative,0.991640567779541
 lo menghimbau kalimat lo jelas2 menyudutkan gausah nyalahin korban semua pure salah driver tidak amanah,negative,0.9982435703277588
 wahh iya mirip kak spill kak takutnya korban,negative,0.9862092137336731
 coba minta temen jadi driver ojol untuk up kalau pelaku ditangkep memakan korban berikutnya,neutral,0.9448412656784058
 tuman banget nyalahin korban deh,negative,0.99727863073349
 sepertinya ktp palsu kasus udah lama aku lihat aku follow ig korban ternyata selesai tah coba lapor polisi sepertinya suami kak ancha kerja pemerintahan mungkin lebih mudah ditindak lanjuti semoga segera menemukan titik terang ya ,negative,0.6486248970031738
 slalu nyalahin korban memang mindset tolol tuh udah terbenam sama orang kyak gini dri lahir kyaknya,negative,0.9972426891326904
 yak jadi pakai apa pak kalau sampe pakai kurir toko hati2 jgn2 korban selanjutnya ,negative,0.9912983179092407
 selalu aja ngetwit begini ngasih solusi nyalahin korban ,negative,0.5662547945976257
 emang paling gampang nyalahin korban biar keliatan paling waspada,negative,0.7468107342720032
 elah gan ada korban kudu abisin duit buat rumah dulu dirampok lapor polisi malah suruh bayar itu sampe berpuluh2 taon kasus gak selesai  pelaku gak ketangkep intinya ada rugi,negative,0.9934049248695374
 harus dihapus sih tidak kejadian ini mahal apa gak barang bahaya jika terlalu vulgar difb sering berita kayak gini kasihan korban,negative,0.9976826906204224
 amat sangat yakin kasus dialami warga sipil lebih cepat tertangani korban kejahatan tinggal menunggu rumah tenang yakin polisi menangkap pelaku cepat sekali,positive,0.9609122276306152
hallo bagaimana cara melaporkansuspend transaksi penipuan dilakukan melalui tokopedia kronologisnya korban merupakan driver ojol awalnya dijanjikan mendapatkan bonus pelaku mengaku pihak ojol tempat korban menjadi mitra,neutral,0.8561859130859375
 ayo blokir aja nih sicepat korban gk cmn doang nih,negative,0.9146550893783569
coba cek di tokopedia deh harganya rp2500 kisah nyata anak cucu korban tragedi 1965 putuokasukanta,neutral,0.9782111048698425
 keluhan ini kayaa dianggap remeh sama cuma mementingkan bisnis sebatas keuntungan banyak pengguna pakai jasa padahal konsumen punya hak tidak dihilangkan cuan berasal konsumen,negative,0.9978285431861877
 ternyata bus lebih arogan pengguna mobil berstrobo tetot² saking arogannya sampe memakan korban jiwa,negative,0.9004350900650024
wahh parah banget ternyata korban sapx banyak plis admin evaluasi tu pengiriman jgn smpe banyak tidak pke tokopedia gara-gara kurir rekomendasi bgini ,negative,0.9943857192993164
 benar sekali konsumen mendapatkan pelayanan sesuai pilihan biaya dibayarkan dengan alasan hari libur panjang hari besar seharusa sementara opsi pengiriman khusus instan same day next day ditiadakan hari libur selesai,neutral,0.4583328664302826
pelanggan mana pelayanan pelanggan tergantung seller seller nakal tetap pelayanan pelanggan tergantung seller seller punya kuasa apa pelanggan dirugikan apa bobroknyapelayanantokopedia,negative,0.767623245716095
 ijin lapor pak apa termasuk penipuan digital penjual mengatakan pihak pesanan sudah diberikan driver jam 100 30122023 kenyataana jadwal pickup diubah penjual tanggal 212024,negative,0.5177412629127502
 ini kan penanganan  inilah klausula baku dibuat membenturkan konsumen menghilangkan hak2 konsumen atas pelayanan telah dibayar konsumen padahal tertulis diinvoice same day 8 jam estimasi tiba pukul 11001900 ,negative,0.9298802614212036
 mohon atensi pak pak bagaimana konsumen selalu kehilangan hakhak atas pelayanan sudah dibayar pihak memberi solusi2 palsu merugikan konsumen ,negative,0.9953793287277222
 wuiihh makin banyak korban bermunculan inv20231103mpl3545442486 pny juga hampir 2 bulan barang ilang gk refund sama ramai2 dah laporin dan polisi media jadi biar semua orang tau boroknya ,negative,0.9877709150314331
